,Region,Asalariados,Percepciones por persona,Salarios,Salario Medio Anual,year,smi
1303,Castilla - La Mancha,96457,1.55,651838074,6758,2013,0.5-1
1304,Castilla y León,108592,1.44,734354208,6763,2013,0.5-1
1305,Cataluña,346531,1.47,2340789809,6755,2013,0.5-1
1306,Extremadura,56017,1.65,372605611,6652,2013,0.5-1
1307,Galicia,121836,1.39,828752919,6802,2013,0.5-1
1308,Comunidad de Madrid,269380,1.43,1824983650,6775,2013,0.5-1
1309,Región de Murcia,86007,1.61,579116482,6733,2013,0.5-1
1310,La Rioja,14687,1.59,99193987,6754,2013,0.5-1
1311,Comunidad Valenciana,254911,1.46,1713329838,6721,2013,0.5-1
1312,Ciudad de Ceuta,3465,1.31,22597507,6522,2013,0.5-1
1313,Ciudad de Melilla,3452,1.3,22679377,6570,2013,0.5-1
1314,Total,1981641,1.32,22464353240,11336,2013,1-1.5
1315,Andalucía,346176,1.33,3901363329,11270,2013,1-1.5
1316,Aragón,61438,1.37,697437033,11352,2013,1-1.5
1317,Principado de Asturias,43927,1.27,501247646,11411,2013,1-1.5
1318,Illes Balears,71749,1.3,801748876,11174,2013,1-1.5
1319,Canarias,117230,1.29,1333274073,11373,2013,1-1.5
1320,Cantabria,26813,1.28,304253818,11347,2013,1-1.5
1321,Castilla - La Mancha,88350,1.35,1003164140,11354,2013,1-1.5
1322,Castilla y León,109407,1.31,1246673374,11395,2013,1-1.5
1323,Cataluña,331296,1.35,3748333406,11314,2013,1-1.5
1324,Extremadura,44116,1.33,501713500,11373,2013,1-1.5
1325,Galicia,130980,1.26,1497561345,11434,2013,1-1.5
1326,Comunidad de Madrid,294391,1.3,3351448677,11384,2013,1-1.5
1327,Región de Murcia,76118,1.35,863593736,11345,2013,1-1.5
1328,La Rioja,14369,1.37,163104328,11351,2013,1-1.5
1329,Comunidad Valenciana,221144,1.3,2503023616,11319,2013,1-1.5
1330,Ciudad de Ceuta,1908,1.35,21482593,11259,2013,1-1.5
1331,Ciudad de Melilla,2229,1.35,24929749,11184,2013,1-1.5
1332,Total,2224493,1.18,35190625871,15820,2013,1.5-2
1333,Andalucía,339006,1.18,5356853015,15802,2013,1.5-2
1334,Aragón,76909,1.2,1221105744,15877,2013,1.5-2
1335,Principado de Asturias,47702,1.18,752763734,15781,2013,1.5-2
1336,Illes Balears,67931,1.2,1070221452,15754,2013,1.5-2
1337,Canarias,113111,1.17,1784679572,15778,2013,1.5-2
1338,Cantabria,32055,1.15,506065075,15787,2013,1.5-2
1339,Castilla - La Mancha,118125,1.17,1871270824,15841,2013,1.5-2
1340,Castilla y León,145426,1.17,2304034665,15843,2013,1.5-2
1341,Cataluña,376345,1.21,5963824688,15847,2013,1.5-2
1342,Extremadura,52680,1.15,828709355,15731,2013,1.5-2
1343,Galicia,161576,1.15,2559594958,15841,2013,1.5-2
1344,Comunidad de Madrid,351917,1.18,5562261255,15806,2013,1.5-2
1345,Región de Murcia,70390,1.17,1113346638,15817,2013,1.5-2
1346,La Rioja,18470,1.19,292443004,15833,2013,1.5-2
1347,Comunidad Valenciana,248066,1.16,3926905276,15830,2013,1.5-2
1348,Ciudad de Ceuta,2528,1.24,40728804,16111,2013,1.5-2
1349,Ciudad de Melilla,2256,1.24,35817813,15877,2013,1.5-2
1350,Total,1762320,1.14,35558226832,20177,2013,2-2.5
1351,Andalucía,253182,1.13,5096191489,20129,2013,2-2.5
1352,Aragón,66753,1.15,1351320305,20244,2013,2-2.5
1353,Principado de Asturias,42256,1.17,854529939,20223,2013,2-2.5
1354,Illes Balears,48381,1.15,974241258,20137,2013,2-2.5
1355,Canarias,75397,1.13,1516357774,20112,2013,2-2.5
1356,Cantabria,25168,1.13,506759142,20135,2013,2-2.5
1357,Castilla - La Mancha,81844,1.14,1648659966,20144,2013,2-2.5
1358,Castilla y León,107894,1.14,2173815403,20148,2013,2-2.5
1359,Cataluña,362177,1.15,7328396400,20234,2013,2-2.5
1360,Extremadura,35320,1.12,711184065,20135,2013,2-2.5
1361,Galicia,115180,1.12,2317490453,20121,2013,2-2.5
1362,Comunidad de Madrid,293520,1.15,5935559889,20222,2013,2-2.5
1363,Región de Murcia,50347,1.12,1013256578,20125,2013,2-2.5
1364,La Rioja,16608,1.14,334815544,20160,2013,2-2.5
1365,Comunidad Valenciana,181573,1.12,3657842210,20145,2013,2-2.5
1366,Ciudad de Ceuta,3285,1.23,67356380,20504,2013,2-2.5
1367,Ciudad de Melilla,3435,1.19,70450038,20509,2013,2-2.5
1368,Total,1250515,1.11,30925391161,24730,2013,2.5-3
1369,Andalucía,179109,1.09,4433905339,24755,2013,2.5-3
1370,Aragón,50067,1.12,1238244450,24732,2013,2.5-3
1371,Principado de Asturias,30828,1.13,763138676,24755,2013,2.5-3
1372,Illes Balears,29658,1.12,730659771,24636,2013,2.5-3
1373,Canarias,48161,1.09,1186882618,24644,2013,2.5-3
1374,Cantabria,16541,1.12,408490517,24696,2013,2.5-3
1375,Castilla - La Mancha,53762,1.11,1327818795,24698,2013,2.5-3
1376,Castilla y León,71598,1.11,1770573616,24729,2013,2.5-3
1377,Cataluña,272320,1.12,6737795366,24742,2013,2.5-3
1378,Extremadura,23332,1.1,577504972,24752,2013,2.5-3
1379,Galicia,71611,1.1,1772202189,24748,2013,2.5-3
1380,Comunidad de Madrid,223803,1.13,5538281558,24746,2013,2.5-3
1381,Región de Murcia,34504,1.08,853833295,24746,2013,2.5-3
1382,La Rioja,10693,1.1,264009648,24690,2013,2.5-3
1383,Comunidad Valenciana,129697,1.09,3203476375,24700,2013,2.5-3
1384,Ciudad de Ceuta,2663,1.23,65373729,24549,2013,2.5-3
1385,Ciudad de Melilla,2169,1.21,53200249,24528,2013,2.5-3
1386,Total,984453,1.1,28806759265,29262,2013,3-3.5
1387,Andalucía,152045,1.08,4447398242,29251,2013,3-3.5
1388,Aragón,35142,1.11,1026857495,29220,2013,3-3.5
1389,Principado de Asturias,25086,1.1,733629489,29245,2013,3-3.5
1390,Illes Balears,21475,1.11,629073860,29293,2013,3-3.5
1391,Canarias,34694,1.08,1016511639,29299,2013,3-3.5
1392,Cantabria,13658,1.09,400244141,29305,2013,3-3.5
1393,Castilla - La Mancha,38906,1.11,1139015536,29276,2013,3-3.5
1394,Castilla y León,59212,1.1,1732983672,29267,2013,3-3.5
1395,Cataluña,202711,1.11,5928869364,29248,2013,3-3.5
1396,Extremadura,18517,1.1,541006199,29217,2013,3-3.5
1397,Galicia,57492,1.09,1681622997,29249,2013,3-3.5
1398,Comunidad de Madrid,191754,1.11,5613691656,29275,2013,3-3.5
1399,Región de Murcia,25012,1.08,732710010,29294,2013,3-3.5
1400,La Rioja,7768,1.09,227249571,29255,2013,3-3.5
1401,Comunidad Valenciana,97571,1.1,2855862020,29270,2013,3-3.5
1402,Ciudad de Ceuta,1853,1.27,54324144,29317,2013,3-3.5
1403,Ciudad de Melilla,1557,1.16,45709231,29357,2013,3-3.5
1404,Total,760957,1.1,25710354914,33787,2013,3.5-4
1405,Andalucía,115538,1.08,3899935150,33755,2013,3.5-4
1406,Aragón,24862,1.14,839593553,33770,2013,3.5-4
1407,Principado de Asturias,19269,1.09,650740256,33771,2013,3.5-4
1408,Illes Balears,17876,1.1,603925857,33784,2013,3.5-4
1409,Canarias,31795,1.08,1075141484,33815,2013,3.5-4
1410,Cantabria,10598,1.09,358299721,33808,2013,3.5-4
1411,Castilla - La Mancha,29755,1.11,1005772337,33802,2013,3.5-4
1412,Castilla y León,43494,1.11,1469420336,33785,2013,3.5-4
1413,Cataluña,162782,1.1,5496591503,33767,2013,3.5-4
1414,Extremadura,13076,1.12,441259749,33746,2013,3.5-4
1415,Galicia,40033,1.11,1351555059,33761,2013,3.5-4
1416,Comunidad de Madrid,146371,1.11,4950364537,33821,2013,3.5-4
1417,Región de Murcia,20133,1.08,680735551,33812,2013,3.5-4
1418,La Rioja,5232,1.1,176894518,33811,2013,3.5-4
1419,Comunidad Valenciana,76569,1.1,2588506285,33806,2013,3.5-4
1420,Ciudad de Ceuta,1839,1.18,62468515,33969,2013,3.5-4
1421,Ciudad de Melilla,1735,1.12,59150501,34092,2013,3.5-4
1422,Total,566591,1.1,21671203381,38248,2013,4-4.5
1423,Andalucía,82932,1.08,3168717640,38209,2013,4-4.5
1424,Aragón,18125,1.12,693156316,38243,2013,4-4.5
1425,Principado de Asturias,14949,1.07,572409978,38291,2013,4-4.5
1426,Illes Balears,12080,1.1,462011802,38246,2013,4-4.5
1427,Canarias,20894,1.08,797313395,38160,2013,4-4.5
1428,Cantabria,8765,1.07,335778982,38309,2013,4-4.5
1429,Castilla - La Mancha,22327,1.09,854174975,38257,2013,4-4.5
1430,Castilla y León,33384,1.1,1277498033,38267,2013,4-4.5
1431,Cataluña,116741,1.1,4468186387,38274,2013,4-4.5
1432,Extremadura,9550,1.12,364835682,38203,2013,4-4.5
1433,Galicia,30762,1.1,1174585548,38183,2013,4-4.5
1434,Comunidad de Madrid,120631,1.1,4618466853,38286,2013,4-4.5
1435,Región de Murcia,15421,1.08,590021399,38261,2013,4-4.5
1436,La Rioja,4313,1.07,165308291,38327,2013,4-4.5
1437,Comunidad Valenciana,51971,1.12,1985136727,38197,2013,4-4.5
1438,Ciudad de Ceuta,2009,1.14,77101290,38378,2013,4-4.5
1439,Ciudad de Melilla,1737,1.1,66500085,38284,2013,4-4.5
1440,Total,356983,1.11,15258058561,42742,2013,4.5-5
1441,Andalucía,46413,1.09,1982704414,42719,2013,4.5-5
1442,Aragón,12201,1.12,520642151,42672,2013,4.5-5
1443,Principado de Asturias,10590,1.07,452600753,42738,2013,4.5-5
1444,Illes Balears,7662,1.12,327002176,42678,2013,4.5-5
1445,Canarias,12278,1.09,524350992,42705,2013,4.5-5
1446,Cantabria,6009,1.08,256654644,42712,2013,4.5-5
1447,Castilla - La Mancha,13594,1.11,580755013,42722,2013,4.5-5
1448,Castilla y León,19387,1.12,827468999,42682,2013,4.5-5
1449,Cataluña,74263,1.11,3175859594,42765,2013,4.5-5
1450,Extremadura,5434,1.14,231560959,42613,2013,4.5-5
1451,Galicia,17023,1.14,726975772,42705,2013,4.5-5
1452,Comunidad de Madrid,88202,1.11,3773734352,42785,2013,4.5-5
1453,Región de Murcia,9454,1.1,403601649,42692,2013,4.5-5
1454,La Rioja,2887,1.08,123250006,42691,2013,4.5-5
1455,Comunidad Valenciana,28934,1.15,1237342978,42765,2013,4.5-5
1456,Ciudad de Ceuta,1349,1.13,57787161,42837,2013,4.5-5
1457,Ciudad de Melilla,1304,1.09,55766947,42766,2013,4.5-5
1458,Total,721985,1.13,38910760528,53894,2013,5-7.5
1459,Andalucía,90776,1.11,4872530394,53676,2013,5-7.5
1460,Aragón,23004,1.14,1240724647,53935,2013,5-7.5
1461,Principado de Asturias,17023,1.09,915651396,53789,2013,5-7.5
1462,Illes Balears,14812,1.14,799740917,53993,2013,5-7.5
1463,Canarias,23239,1.11,1256794995,54081,2013,5-7.5
1464,Cantabria,9701,1.11,520530422,53657,2013,5-7.5
1465,Castilla - La Mancha,22930,1.13,1225334820,53438,2013,5-7.5
1466,Castilla y León,36341,1.14,1949266773,53638,2013,5-7.5
1467,Cataluña,154481,1.14,8327403977,53906,2013,5-7.5
1468,Extremadura,9116,1.15,491775754,53946,2013,5-7.5
1469,Galicia,33163,1.16,1785093266,53828,2013,5-7.5
1470,Comunidad de Madrid,202446,1.11,10965199233,54164,2013,5-7.5
1471,Región de Murcia,16523,1.14,883869456,53493,2013,5-7.5
1472,La Rioja,5038,1.11,270382837,53669,2013,5-7.5
1473,Comunidad Valenciana,59137,1.16,3182319201,53812,2013,5-7.5
1474,Ciudad de Ceuta,2304,1.17,121130765,52574,2013,5-7.5
1475,Ciudad de Melilla,1951,1.14,103011676,52799,2013,5-7.5
1476,Total,194892,1.16,14954555013,76733,2013,7.5-10
1477,Andalucía,21019,1.14,1601587640,76197,2013,7.5-10
1478,Aragón,5708,1.19,434069538,76049,2013,7.5-10
1479,Principado de Asturias,4248,1.13,323672834,76195,2013,7.5-10
1480,Illes Balears,4027,1.17,309631991,76889,2013,7.5-10
1481,Canarias,5729,1.14,438230100,76493,2013,7.5-10
1482,Cantabria,2286,1.16,174471752,76322,2013,7.5-10
1483,Castilla - La Mancha,5555,1.17,424839303,76479,2013,7.5-10
1484,Castilla y León,8299,1.18,632887564,76261,2013,7.5-10
1485,Cataluña,44500,1.18,3424323571,76951,2013,7.5-10
1486,Extremadura,2291,1.17,174626725,76223,2013,7.5-10
1487,Galicia,7966,1.18,608125959,76340,2013,7.5-10
1488,Comunidad de Madrid,60372,1.14,4651496791,77047,2013,7.5-10
1489,Región de Murcia,4182,1.19,320705679,76695,2013,7.5-10
1490,La Rioja,1125,1.15,85725444,76200,2013,7.5-10
1491,Comunidad Valenciana,16865,1.19,1295353166,76808,2013,7.5-10
1492,Ciudad de Ceuta,396,1.26,30068895,75932,2013,7.5-10
1493,Ciudad de Melilla,324,1.16,24738063,76352,2013,7.5-10
1494,Total,125191,1.19,18443149268,147320,2013,>10
1495,Andalucía,7999,1.2,1104314848,138057,2013,>10
1496,Aragón,2310,1.24,297943444,128980,2013,>10
1497,Principado de Asturias,1741,1.2,230062298,132144,2013,>10
1498,Illes Balears,2494,1.24,383056644,153591,2013,>10
1499,Canarias,2617,1.19,357220869,136500,2013,>10
1500,Cantabria,1056,1.2,134575835,127439,2013,>10
1501,Castilla - La Mancha,2169,1.21,267884697,123506,2013,>10
1502,Castilla y León,2972,1.23,379818460,127799,2013,>10
1503,Cataluña,31931,1.21,4497981842,140866,2013,>10
1504,Extremadura,764,1.18,88689682,116086,2013,>10
1505,Galicia,4019,1.21,584559824,145449,2013,>10
1506,Comunidad de Madrid,54079,1.14,8646101222,159879,2013,>10
1507,Región de Murcia,1681,1.29,225019382,133826,2013,>10
1508,La Rioja,559,1.18,70421624,125978,2013,>10
1509,Comunidad Valenciana,8560,1.26,1147575512,134063,2013,>10
1510,Ciudad de Ceuta,129,1.18,15121894,117224,2013,>10
1511,Ciudad de Melilla,111,1.14,12801193,115326,2013,>10
1512,Total,16899024,1.3,311279195843,18420,2014,Total
1513,Andalucía,3126459,1.43,44912010916,14365,2014,Total
1514,Aragón,542124,1.31,10243397702,18895,2014,Total
1515,Principado de Asturias,365208,1.24,7131775425,19528,2014,Total
1516,Illes Balears,455110,1.27,7849095087,17247,2014,Total
1517,Canarias,784963,1.27,12555398736,15995,2014,Total
1518,Cantabria,220958,1.24,4193876205,18980,2014,Total
1519,Castilla - La Mancha,775763,1.34,12438952247,16034,2014,Total
1520,Castilla y León,931096,1.27,16814024465,18058,2014,Total
1521,Cataluña,3043533,1.27,63033421801,20711,2014,Total
1522,Extremadura,415635,1.45,5635568877,13559,2014,Total
1523,Galicia,968376,1.24,17168203402,17729,2014,Total
1524,Comunidad de Madrid,2703201,1.23,66433103153,24576,2014,Total
1525,Región de Murcia,552349,1.37,8628250045,15621,2014,Total
1526,La Rioja,128225,1.34,2353413127,18354,2014,Total
1527,Comunidad Valenciana,1830218,1.28,30666399450,16756,2014,Total
1528,Ciudad de Ceuta,28457,1.2,637359430,22397,2014,Total
1529,Ciudad de Melilla,27349,1.22,584945774,21388,2014,Total
1530,Total,3694852,1.46,6797345409,1840,2014,0-0.5
1531,Andalucía,1017884,1.65,1830066365,1798,2014,0-0.5
1532,Aragón,97249,1.44,180218967,1853,2014,0-0.5
1533,Principado de Asturias,64380,1.32,119182773,1851,2014,0-0.5
1534,Illes Balears,80634,1.32,158120841,1961,2014,0-0.5
1535,Canarias,172787,1.33,323651275,1873,2014,0-0.5
1536,Cantabria,39587,1.32,75356090,1904,2014,0-0.5
1537,Castilla - La Mancha,193863,1.51,335882884,1733,2014,0-0.5
1538,Castilla y León,184190,1.36,328042269,1781,2014,0-0.5
1539,Cataluña,532251,1.36,1008736506,1895,2014,0-0.5
1540,Extremadura,140227,1.68,256868322,1832,2014,0-0.5
1541,Galicia,177314,1.34,333794978,1883,2014,0-0.5
1542,Comunidad de Madrid,404935,1.34,758678396,1874,2014,0-0.5
1543,Región de Murcia,131898,1.53,246010755,1865,2014,0-0.5
1544,La Rioja,24802,1.55,42392154,1709,2014,0-0.5
1545,Comunidad Valenciana,422905,1.37,782521903,1850,2014,0-0.5
1546,Ciudad de Ceuta,5013,1.23,9753365,1946,2014,0-0.5
1547,Ciudad de Melilla,4933,1.24,8067569,1635,2014,0-0.5
1548,Total,2197397,1.58,14790942251,6731,2014,0.5-1
1549,Andalucía,457391,1.73,3049600708,6667,2014,0.5-1
1550,Aragón,65968,1.61,444781785,6742,2014,0.5-1
1551,Principado de Asturias,44916,1.43,304293550,6775,2014,0.5-1
1552,Illes Balears,69056,1.46,475591281,6887,2014,0.5-1
1553,Canarias,119131,1.49,800686145,6721,2014,0.5-1
1554,Cantabria,28135,1.47,189063059,6720,2014,0.5-1
1555,Castilla - La Mancha,99955,1.64,673546135,6739,2014,0.5-1
1556,Castilla y León,110249,1.52,746165820,6768,2014,0.5-1
1557,Cataluña,363725,1.53,2451892425,6741,2014,0.5-1
1558,Extremadura,59655,1.77,393186737,6591,2014,0.5-1
1559,Galicia,123402,1.45,839194246,6800,2014,0.5-1
1560,Comunidad de Madrid,278204,1.5,1884263347,6773,2014,0.5-1
1561,Región de Murcia,89652,1.71,603761119,6734,2014,0.5-1
1562,La Rioja,15000,1.7,102013466,6801,2014,0.5-1
1563,Comunidad Valenciana,266073,1.52,1788318417,6721,2014,0.5-1
1564,Ciudad de Ceuta,3383,1.34,22390723,6619,2014,0.5-1
1565,Ciudad de Melilla,3501,1.33,22193287,6339,2014,0.5-1
1566,Total,2046910,1.38,23171622285,11320,2014,1-1.5
1567,Andalucía,361240,1.4,4063954379,11250,2014,1-1.5
1568,Aragón,62398,1.44,707012558,11331,2014,1-1.5
1569,Principado de Asturias,44212,1.31,504438104,11410,2014,1-1.5
1570,Illes Balears,75224,1.35,841719329,11189,2014,1-1.5
1571,Canarias,121220,1.34,1377586329,11364,2014,1-1.5
1572,Cantabria,27278,1.34,308848369,11322,2014,1-1.5
1573,Castilla - La Mancha,92178,1.4,1044988940,11337,2014,1-1.5
1574,Castilla y León,111837,1.37,1273017153,11383,2014,1-1.5
1575,Cataluña,343048,1.41,3878619159,11306,2014,1-1.5
1576,Extremadura,46067,1.4,521461302,11320,2014,1-1.5
1577,Galicia,130974,1.3,1492792870,11398,2014,1-1.5
1578,Comunidad de Madrid,299949,1.35,3410945529,11372,2014,1-1.5
1579,Región de Murcia,80312,1.41,909846736,11329,2014,1-1.5
1580,La Rioja,14751,1.47,167116055,11329,2014,1-1.5
1581,Comunidad Valenciana,231863,1.36,2620261631,11301,2014,1-1.5
1582,Ciudad de Ceuta,2024,1.34,22741547,11236,2014,1-1.5
1583,Ciudad de Melilla,2334,1.36,26272297,11256,2014,1-1.5
1584,Total,2220080,1.21,35110547067,15815,2014,1.5-2
1585,Andalucía,338815,1.21,5349511897,15789,2014,1.5-2
1586,Aragón,77534,1.24,1230310727,15868,2014,1.5-2
1587,Principado de Asturias,46935,1.21,740250689,15772,2014,1.5-2
1588,Illes Balears,69014,1.24,1088073501,15766,2014,1.5-2
1589,Canarias,114827,1.2,1812405640,15784,2014,1.5-2
1590,Cantabria,31343,1.18,494877557,15789,2014,1.5-2
1591,Castilla - La Mancha,116958,1.2,1851054683,15827,2014,1.5-2
1592,Castilla y León,143130,1.2,2266969925,15838,2014,1.5-2
1593,Cataluña,377529,1.25,5978246156,15835,2014,1.5-2
1594,Extremadura,51832,1.18,815236546,15728,2014,1.5-2
1595,Galicia,160139,1.17,2537166796,15843,2014,1.5-2
1596,Comunidad de Madrid,347271,1.21,5487625876,15802,2014,1.5-2
1597,Región de Murcia,71794,1.21,1135154549,15811,2014,1.5-2
1598,La Rioja,18615,1.24,294526707,15822,2014,1.5-2
1599,Comunidad Valenciana,249817,1.19,3956731441,15839,2014,1.5-2
1600,Ciudad de Ceuta,2296,1.2,36941763,16090,2014,1.5-2
1601,Ciudad de Melilla,2230,1.21,35462614,15902,2014,1.5-2
1602,Total,1769089,1.16,35703852157,20182,2014,2-2.5
1603,Andalucía,254832,1.14,5129336646,20128,2014,2-2.5
1604,Aragón,66126,1.18,1337056417,20220,2014,2-2.5
1605,Principado de Asturias,41691,1.19,844089759,20246,2014,2-2.5
1606,Illes Balears,49749,1.17,1002131193,20144,2014,2-2.5
1607,Canarias,76772,1.14,1545299236,20128,2014,2-2.5
1608,Cantabria,25322,1.15,509820686,20134,2014,2-2.5
1609,Castilla - La Mancha,82414,1.16,1660395972,20147,2014,2-2.5
1610,Castilla y León,107936,1.16,2176368585,20163,2014,2-2.5
1611,Cataluña,362789,1.17,7345826730,20248,2014,2-2.5
1612,Extremadura,35575,1.16,717355933,20165,2014,2-2.5
1613,Galicia,115696,1.14,2328212569,20123,2014,2-2.5
1614,Comunidad de Madrid,291434,1.16,5892721624,20220,2014,2-2.5
1615,Región de Murcia,51110,1.15,1027725142,20108,2014,2-2.5
1616,La Rioja,16980,1.16,342399812,20165,2014,2-2.5
1617,Comunidad Valenciana,183950,1.15,3707793588,20157,2014,2-2.5
1618,Ciudad de Ceuta,3343,1.15,68311581,20434,2014,2-2.5
1619,Ciudad de Melilla,3370,1.16,69006684,20477,2014,2-2.5
1620,Total,1243917,1.14,30757485827,24726,2014,2.5-3
1621,Andalucía,177089,1.12,4381819996,24744,2014,2.5-3
1622,Aragón,49656,1.14,1228763845,24746,2014,2.5-3
1623,Principado de Asturias,30491,1.17,755235799,24769,2014,2.5-3
1624,Illes Balears,30186,1.15,743215957,24621,2014,2.5-3
1625,Canarias,48246,1.11,1189613201,24657,2014,2.5-3
1626,Cantabria,16910,1.14,417787996,24707,2014,2.5-3
1627,Castilla - La Mancha,54331,1.14,1341867819,24698,2014,2.5-3
1628,Castilla y León,71327,1.15,1763243565,24721,2014,2.5-3
1629,Cataluña,270768,1.14,6697704803,24736,2014,2.5-3
1630,Extremadura,22938,1.15,566868145,24713,2014,2.5-3
1631,Galicia,71418,1.13,1767638599,24751,2014,2.5-3
1632,Comunidad de Madrid,220644,1.14,5459972112,24746,2014,2.5-3
1633,Región de Murcia,34614,1.12,856661593,24749,2014,2.5-3
1634,La Rioja,10687,1.14,263497217,24655,2014,2.5-3
1635,Comunidad Valenciana,129774,1.13,3205031804,24697,2014,2.5-3
1636,Ciudad de Ceuta,2623,1.15,64313810,24519,2014,2.5-3
1637,Ciudad de Melilla,2215,1.21,54249566,24492,2014,2.5-3
1638,Total,990342,1.13,28977899630,29260,2014,3-3.5
1639,Andalucía,154185,1.14,4509448372,29247,2014,3-3.5
1640,Aragón,36428,1.16,1064133213,29212,2014,3-3.5
1641,Principado de Asturias,24847,1.16,726905813,29255,2014,3-3.5
1642,Illes Balears,21484,1.15,629455799,29299,2014,3-3.5
1643,Canarias,34380,1.13,1007684303,29310,2014,3-3.5
1644,Cantabria,13386,1.14,392495875,29321,2014,3-3.5
1645,Castilla - La Mancha,39209,1.16,1147258052,29260,2014,3-3.5
1646,Castilla y León,59095,1.17,1729751682,29271,2014,3-3.5
1647,Cataluña,205964,1.12,6022871325,29242,2014,3-3.5
1648,Extremadura,18273,1.18,534039765,29226,2014,3-3.5
1649,Galicia,57102,1.14,1670727991,29258,2014,3-3.5
1650,Comunidad de Madrid,191060,1.12,5596252970,29290,2014,3-3.5
1651,Región de Murcia,25094,1.12,734377730,29265,2014,3-3.5
1652,La Rioja,7873,1.13,230342871,29258,2014,3-3.5
1653,Comunidad Valenciana,98538,1.13,2881641339,29244,2014,3-3.5
1654,Ciudad de Ceuta,1877,1.11,55111399,29361,2014,3-3.5
1655,Ciudad de Melilla,1546,1.15,45401134,29367,2014,3-3.5
1656,Total,756399,1.12,25547000402,33775,2014,3.5-4
1657,Andalucía,116375,1.1,3927226498,33746,2014,3.5-4
1658,Aragón,25570,1.14,862843799,33745,2014,3.5-4
1659,Principado de Asturias,19282,1.12,651114868,33768,2014,3.5-4
1660,Illes Balears,17899,1.13,605065576,33804,2014,3.5-4
1661,Canarias,32276,1.1,1092072786,33835,2014,3.5-4
1662,Cantabria,10673,1.11,360167843,33746,2014,3.5-4
1663,Castilla - La Mancha,29861,1.13,1008769094,33782,2014,3.5-4
1664,Castilla y León,42801,1.14,1445367301,33769,2014,3.5-4
1665,Cataluña,161674,1.12,5459044788,33766,2014,3.5-4
1666,Extremadura,13319,1.16,449211513,33727,2014,3.5-4
1667,Galicia,39357,1.13,1327777443,33737,2014,3.5-4
1668,Comunidad de Madrid,143150,1.11,4839518339,33807,2014,3.5-4
1669,Región de Murcia,20304,1.1,685792141,33776,2014,3.5-4
1670,La Rioja,5432,1.13,183408499,33765,2014,3.5-4
